seed,model,mean_top1,std_top1,mean_top5,std_top5,mean_top10,std_top10,mean_mrr,std_mrr,mean_map,std_map
0,IR,0.04996084974014333,0.0364040398255089,0.22158616302268846,0.13625017849027898,0.359925063593047,0.1648544995252689,0.15298172246132577,0.06818379603002687,0.15298172246132577,0.06818379603002687
0,IR+LR,0.04774441270689879,0.034015308902261836,0.22337599151900836,0.13531803910758508,0.36033221759966444,0.16549750052177095,0.15134609809943608,0.06661383169770463,0.15134609809943608,0.06661383169770463
0,IR+RF,0.023222677276602814,0.01756742841081296,0.1347784839038338,0.07177639871807626,0.28272601110594614,0.15601957732796196,0.10708401431994778,0.04550270708853533,0.10708401431994778,0.04550270708853533
1,IR,0.04996084974014333,0.0364040398255089,0.22158616302268846,0.13625017849027898,0.359925063593047,0.1648544995252689,0.15298172246132577,0.06818379603002687,0.15298172246132577,0.06818379603002687
1,IR+LR,0.04774441270689879,0.034015308902261836,0.22210048139095306,0.13684537835651175,0.3609699723975999,0.16475874977343719,0.1513802520930767,0.06656876684575615,0.1513802520930767,0.06656876684575615
1,IR+RF,0.03679263066234333,0.036300654404044355,0.15072908252477646,0.1035108461125219,0.2833583184650966,0.15828536617034794,0.12310988269746304,0.07589949983720178,0.12310988269746304,0.07589949983720178
